Date [dd.mm.yyyy],Time [hh:mm:ss],,Date / Time,Flow [kg/h],cum. mass [t],Density [kg/dm³],Temperature [°C],el. conductivity [mS/cm],BHP 201 [bar] at 550 m,BHP 201 [bar] at 630 m
11/15/2015,23:00:00,0:05:00,15/11/15 23:00,525.82,"1,170.75",1.174,12.28,249.15,58.61,67.83
11/15/2015,23:05:00,0:05:00,15/11/15 23:05,524.8,"1,170.80",1.174,12.26,249.15,58.6,67.82
11/15/2015,23:10:00,0:05:00,15/11/15 23:10,525.28,"1,170.84",1.174,12.26,249.17,58.61,67.83
11/15/2015,23:15:00,0:05:00,15/11/15 23:15,525.26,"1,170.88",1.174,12.26,249.16,58.6,67.81
11/15/2015,23:20:00,0:05:00,15/11/15 23:20,524.04,"1,170.93",1.174,12.26,249.16,58.59,67.8
11/15/2015,23:25:00,0:05:00,15/11/15 23:25,526.83,"1,170.97",1.174,12.26,249.16,58.62,67.84
11/15/2015,23:30:00,0:05:00,15/11/15 23:30,526.56,"1,171.01",1.174,12.26,249.16,58.6,67.82
11/15/2015,23:35:00,0:05:00,15/11/15 23:35,524.83,"1,171.06",1.174,12.26,249.16,58.59,67.81
11/15/2015,23:40:00,0:05:00,15/11/15 23:40,526.91,"1,171.10",1.174,12.26,249.16,58.58,67.8
11/15/2015,23:45:00,0:05:00,15/11/15 23:45,530.21,"1,171.15",1.174,12.26,249.16,58.61,67.83
11/15/2015,23:50:00,0:05:00,15/11/15 23:50,530.53,"1,171.19",1.174,12.26,249.16,58.58,67.8
11/15/2015,23:55:00,0:05:00,15/11/15 23:55,530.85,"1,171.23",1.174,12.26,249.16,58.59,67.81
11/16/2015,0:00:00,0:05:00,16/11/15 0:00,532.03,"1,171.28",1.174,12.26,249.16,58.6,67.82
11/16/2015,0:05:00,0:05:00,16/11/15 0:05,861.15,"1,171.35",1.174,12.26,247.94,58.84,68.05
11/16/2015,0:10:00,0:05:00,16/11/15 0:10,"2,514.38","1,171.56",1.174,11.75,244.7,61.03,70.25
11/16/2015,0:15:00,0:05:00,16/11/15 0:15,"2,533.51","1,171.77",1.174,11.36,248,62.55,71.77
11/16/2015,0:20:00,0:05:00,16/11/15 0:20,"2,458.88","1,171.97",1.174,11.21,249.18,63.78,73
11/16/2015,0:25:00,0:05:00,16/11/15 0:25,"2,278.75","1,172.16",1.174,11.15,249.73,64.7,73.92
11/16/2015,0:30:00,0:05:00,16/11/15 0:30,"2,090.83","1,172.34",1.174,11.14,249.96,65.03,74.25
11/16/2015,0:35:00,0:05:00,16/11/15 0:35,"2,003.08","1,172.50",1.174,11.14,250.06,65.18,74.4
11/16/2015,0:40:00,0:05:00,16/11/15 0:40,"1,960.54","1,172.67",1.174,11.14,250.17,65.23,74.45
11/16/2015,0:45:00,0:05:00,16/11/15 0:45,"1,936.84","1,172.83",1.174,11.13,250.17,65.26,74.48
11/16/2015,0:50:00,0:05:00,16/11/15 0:50,"1,910.98","1,172.99",1.174,11.12,250.17,65.29,74.51
11/16/2015,0:55:00,0:05:00,16/11/15 0:55,"1,878.25","1,173.14",1.174,11.12,250.25,65.37,74.59
11/16/2015,1:00:00,0:05:00,16/11/15 1:00,"1,853.86","1,173.30",1.174,11.12,250.2,65.37,74.59
11/16/2015,1:05:00,0:05:00,16/11/15 1:05,"1,840.93","1,173.45",1.174,11.12,250.25,65.38,74.6
11/16/2015,1:10:00,0:05:00,16/11/15 1:10,"1,832.95","1,173.60",1.174,11.11,250.28,65.4,74.62
11/16/2015,1:15:00,0:05:00,16/11/15 1:15,"1,823.98","1,173.76",1.174,11.11,250.37,65.4,74.62
11/16/2015,1:20:00,0:05:00,16/11/15 1:20,"1,816.63","1,173.91",1.174,11.1,250.37,65.43,74.65
11/16/2015,1:25:00,0:05:00,16/11/15 1:25,"1,811.99","1,174.06",1.174,11.09,250.37,65.42,74.64
11/16/2015,1:30:00,0:05:00,16/11/15 1:30,"1,803.10","1,174.21",1.174,11.08,250.38,65.44,74.66
11/16/2015,1:35:00,0:05:00,16/11/15 1:35,"1,794.84","1,174.36",1.174,11.08,250.37,65.43,74.65
11/16/2015,1:40:00,0:05:00,16/11/15 1:40,"1,785.42","1,174.51",1.174,11.08,250.44,65.47,74.69
11/16/2015,1:45:00,0:05:00,16/11/15 1:45,"1,773.28","1,174.65",1.174,11.08,250.48,65.46,74.68
11/16/2015,1:50:00,0:05:00,16/11/15 1:50,"1,764.66","1,174.80",1.174,11.08,250.55,65.49,74.71
11/16/2015,1:55:00,0:05:00,16/11/15 1:55,"1,758.30","1,174.95",1.174,11.08,250.47,65.48,74.7
11/16/2015,2:00:00,0:05:00,16/11/15 2:00,"1,750.42","1,175.09",1.174,11.08,250.4,65.5,74.72
11/16/2015,2:05:00,0:05:00,16/11/15 2:05,"1,740.97","1,175.24",1.174,11.08,250.5,65.49,74.71
11/16/2015,2:10:00,0:05:00,16/11/15 2:10,"1,732.70","1,175.38",1.174,11.08,250.56,65.52,74.74
11/16/2015,2:15:00,0:05:00,16/11/15 2:15,"1,725.49","1,175.53",1.174,11.08,250.53,65.54,74.76
11/16/2015,2:20:00,0:05:00,16/11/15 2:20,"1,713.21","1,175.67",1.174,11.08,250.46,65.55,74.77
11/16/2015,2:25:00,0:05:00,16/11/15 2:25,"1,701.75","1,175.81",1.174,11.08,250.48,65.55,74.77
11/16/2015,2:30:00,0:05:00,16/11/15 2:30,"1,693.19","1,175.95",1.174,11.08,250.47,65.58,74.8
11/16/2015,2:35:00,0:05:00,16/11/15 2:35,"1,688.97","1,176.09",1.174,11.08,250.47,65.56,74.78
11/16/2015,2:40:00,0:05:00,16/11/15 2:40,"1,676.45","1,176.23",1.174,11.08,250.53,65.56,74.78
11/16/2015,2:45:00,0:05:00,16/11/15 2:45,"1,668.54","1,176.37",1.174,11.08,250.5,65.55,74.77
11/16/2015,2:50:00,0:05:00,16/11/15 2:50,"1,668.06","1,176.51",1.174,11.08,250.43,65.55,74.77
11/16/2015,2:55:00,0:05:00,16/11/15 2:55,"1,667.82","1,176.65",1.174,11.08,250.57,65.55,74.77
11/16/2015,3:00:00,0:05:00,16/11/15 3:00,"1,669.39","1,176.79",1.174,11.09,250.48,65.57,74.79
11/16/2015,3:05:00,0:05:00,16/11/15 3:05,"1,670.23","1,176.92",1.174,11.08,250.41,65.56,74.78
11/16/2015,3:10:00,0:05:00,16/11/15 3:10,"1,668.31","1,177.06",1.174,11.08,250.39,65.52,74.74
11/16/2015,3:15:00,0:05:00,16/11/15 3:15,"1,667.93","1,177.20",1.174,11.08,250.41,65.55,74.77
11/16/2015,3:20:00,0:05:00,16/11/15 3:20,"1,665.53","1,177.34",1.174,11.08,250.37,65.52,74.74
11/16/2015,3:25:00,0:05:00,16/11/15 3:25,"1,934.45","1,177.50",1.171,11.05,249.47,66.31,75.5
11/16/2015,3:30:00,0:05:00,16/11/15 3:30,"2,097.27","1,177.68",1.174,10.95,249,66.7,75.92
11/16/2015,3:35:00,0:05:00,16/11/15 3:35,"2,011.20","1,177.84",1.175,10.88,249.85,66.74,75.96
11/16/2015,3:40:00,0:05:00,16/11/15 3:40,"1,994.02","1,178.01",1.175,10.84,250.24,66.75,75.97
11/16/2015,3:45:00,0:05:00,16/11/15 3:45,"1,977.14","1,178.17",1.175,10.81,250.5,66.77,75.99
11/16/2015,3:50:00,0:05:00,16/11/15 3:50,"1,967.46","1,178.34",1.175,10.8,250.64,66.78,76
11/16/2015,3:55:00,0:05:00,16/11/15 3:55,"1,960.18","1,178.50",1.175,10.8,250.77,66.78,76
11/16/2015,4:00:00,0:05:00,16/11/15 4:00,"1,957.65","1,178.66",1.175,10.8,250.78,66.79,76.01
11/16/2015,4:05:00,0:05:00,16/11/15 4:05,"1,947.89","1,178.83",1.175,10.8,250.77,66.8,76.02
11/16/2015,4:10:00,0:05:00,16/11/15 4:10,"1,937.97","1,178.99",1.175,10.8,250.79,66.81,76.03
11/16/2015,4:15:00,0:05:00,16/11/15 4:15,"1,934.18","1,179.15",1.175,10.8,250.83,66.8,76.02
11/16/2015,4:20:00,0:05:00,16/11/15 4:20,"1,929.63","1,179.31",1.175,10.8,250.83,66.8,76.02
11/16/2015,4:25:00,0:05:00,16/11/15 4:25,"1,923.24","1,179.47",1.175,10.82,250.82,66.82,76.04
11/16/2015,4:30:00,0:05:00,16/11/15 4:30,"1,918.48","1,179.63",1.175,10.84,250.77,66.83,76.05
11/16/2015,4:35:00,0:05:00,16/11/15 4:35,"1,914.25","1,179.79",1.175,10.86,250.67,66.8,76.02
11/16/2015,4:40:00,0:05:00,16/11/15 4:40,"1,910.67","1,179.95",1.175,10.88,250.59,66.82,76.04
11/16/2015,4:45:00,0:05:00,16/11/15 4:45,"1,903.23","1,180.11",1.175,10.89,250.54,66.82,76.04
11/16/2015,4:50:00,0:05:00,16/11/15 4:50,"1,898.78","1,180.26",1.175,10.91,250.41,66.83,76.05
11/16/2015,4:55:00,0:05:00,16/11/15 4:55,"1,890.94","1,180.42",1.175,10.93,250.37,66.83,76.05
11/16/2015,5:00:00,0:05:00,16/11/15 5:00,"1,884.33","1,180.58",1.175,10.95,250.3,66.84,76.06
11/16/2015,5:05:00,0:05:00,16/11/15 5:05,"1,881.38","1,180.73",1.175,10.97,250.17,66.84,76.06
11/16/2015,5:10:00,0:05:00,16/11/15 5:10,"1,877.68","1,180.89",1.175,10.99,250.09,66.84,76.06
11/16/2015,5:15:00,0:05:00,16/11/15 5:15,"1,878.07","1,181.05",1.175,11.02,249.97,66.84,76.06
11/16/2015,5:20:00,0:05:00,16/11/15 5:20,"1,877.65","1,181.20",1.175,11.05,249.84,66.84,76.06
11/16/2015,5:25:00,0:05:00,16/11/15 5:25,"1,876.39","1,181.36",1.175,11.08,249.73,66.85,76.07
11/16/2015,5:30:00,0:05:00,16/11/15 5:30,"1,866.69","1,181.52",1.175,11.12,249.54,66.83,76.05
11/16/2015,5:35:00,0:05:00,16/11/15 5:35,"1,857.38","1,181.67",1.175,11.17,249.29,66.87,76.09
11/16/2015,5:40:00,0:05:00,16/11/15 5:40,"1,842.70","1,181.82",1.175,11.22,249.08,66.88,76.1
11/16/2015,5:45:00,0:05:00,16/11/15 5:45,"1,836.19","1,181.98",1.175,11.26,248.83,66.89,76.11
11/16/2015,5:50:00,0:05:00,16/11/15 5:50,"1,839.73","1,182.13",1.175,11.31,248.55,66.88,76.1
11/16/2015,5:55:00,0:05:00,16/11/15 5:55,"1,835.32","1,182.28",1.175,11.36,248.3,66.91,76.13
11/16/2015,6:00:00,0:05:00,16/11/15 6:00,"1,821.10","1,182.43",1.175,11.39,248.09,66.9,76.12
11/16/2015,6:05:00,0:05:00,16/11/15 6:05,"1,831.70","1,182.59",1.175,11.42,247.92,66.89,76.11
11/16/2015,6:10:00,0:05:00,16/11/15 6:10,"1,833.87","1,182.74",1.175,11.44,247.77,66.88,76.1
11/16/2015,6:15:00,0:05:00,16/11/15 6:15,"1,845.34","1,182.89",1.175,11.46,247.67,66.87,76.09
11/16/2015,6:20:00,0:05:00,16/11/15 6:20,"1,852.05","1,183.05",1.175,11.48,247.56,66.87,76.09
11/16/2015,6:25:00,0:05:00,16/11/15 6:25,"1,851.69","1,183.20",1.175,11.49,247.55,66.87,76.09
11/16/2015,6:30:00,0:05:00,16/11/15 6:30,"1,846.21","1,183.35",1.175,11.51,247.52,66.86,76.08
11/16/2015,6:35:00,0:05:00,16/11/15 6:35,"1,845.92","1,183.51",1.175,11.51,247.44,66.85,76.07
11/16/2015,6:40:00,0:05:00,16/11/15 6:40,"1,847.69","1,183.66",1.175,11.52,247.36,66.85,76.07
11/16/2015,6:45:00,0:05:00,16/11/15 6:45,"1,852.82","1,183.82",1.175,11.53,247.34,66.83,76.05
11/16/2015,6:50:00,0:05:00,16/11/15 6:50,"1,858.84","1,183.97",1.175,11.54,247.34,66.83,76.05
11/16/2015,6:55:00,0:05:00,16/11/15 6:55,"1,847.28","1,184.12",1.175,11.54,247.34,66.85,76.07
11/16/2015,7:00:00,0:05:00,16/11/15 7:00,"1,840.24","1,184.28",1.175,11.54,247.34,66.84,76.06
11/16/2015,7:05:00,0:05:00,16/11/15 7:05,"1,848.60","1,184.43",1.175,11.54,247.34,66.84,76.06
11/16/2015,7:10:00,0:05:00,16/11/15 7:10,"1,853.56","1,184.59",1.175,11.54,247.38,66.84,76.06
11/16/2015,7:15:00,0:05:00,16/11/15 7:15,"1,859.51","1,184.74",1.175,11.54,247.42,66.84,76.06
11/16/2015,7:20:00,0:05:00,16/11/15 7:20,"1,862.47","1,184.90",1.175,11.52,247.56,66.84,76.06
11/16/2015,7:25:00,0:05:00,16/11/15 7:25,"1,860.99","1,185.05",1.175,11.51,247.56,66.84,76.06
11/16/2015,7:30:00,0:05:00,16/11/15 7:30,"1,871.80","1,185.21",1.175,11.5,247.65,66.82,76.04
11/16/2015,7:35:00,0:05:00,16/11/15 7:35,"1,877.62","1,185.36",1.175,11.49,247.77,66.83,76.05
11/16/2015,7:40:00,0:05:00,16/11/15 7:40,"1,876.78","1,185.52",1.175,11.48,247.78,66.81,76.03
11/16/2015,7:45:00,0:05:00,16/11/15 7:45,"1,882.06","1,185.68",1.175,11.48,247.94,66.81,76.03
11/16/2015,7:50:00,0:05:00,16/11/15 7:50,"1,882.25","1,185.83",1.175,11.48,247.94,66.81,76.03
11/16/2015,7:55:00,0:05:00,16/11/15 7:55,"1,880.92","1,185.99",1.175,11.46,247.97,66.78,76
11/16/2015,8:00:00,0:05:00,16/11/15 8:00,"1,877.06","1,186.15",1.175,11.46,247.96,66.78,76
11/16/2015,8:05:00,0:05:00,16/11/15 8:05,"1,879.04","1,186.30",1.175,11.46,247.98,66.81,76.03
11/16/2015,8:10:00,0:05:00,16/11/15 8:10,"1,876.30","1,186.46",1.175,11.45,248.07,66.81,76.03
11/16/2015,8:15:00,0:05:00,16/11/15 8:15,"1,874.51","1,186.61",1.175,11.45,248.12,66.78,76
11/16/2015,8:20:00,0:05:00,16/11/15 8:20,"1,880.74","1,186.77",1.175,11.45,248.13,66.79,76.01
11/16/2015,8:25:00,0:05:00,16/11/15 8:25,"1,882.73","1,186.93",1.175,11.45,248.14,66.79,76.01
11/16/2015,8:30:00,0:05:00,16/11/15 8:30,"1,893.32","1,187.08",1.175,11.45,248.16,66.79,76.01
11/16/2015,8:35:00,0:05:00,16/11/15 8:35,"1,886.32","1,187.24",1.175,11.45,248.17,66.79,76.01
11/16/2015,8:40:00,0:05:00,16/11/15 8:40,"1,876.55","1,187.40",1.175,11.44,248.25,66.82,76.04
11/16/2015,8:45:00,0:05:00,16/11/15 8:45,"1,867.40","1,187.55",1.175,11.43,248.3,66.81,76.03
11/16/2015,8:50:00,0:05:00,16/11/15 8:50,"1,879.67","1,187.71",1.175,11.43,248.28,66.8,76.02
11/16/2015,8:55:00,0:05:00,16/11/15 8:55,"1,882.87","1,187.87",1.175,11.42,248.37,66.78,76
11/16/2015,9:00:00,0:05:00,16/11/15 9:00,"1,886.66","1,188.02",1.175,11.42,248.38,66.8,76.02
11/16/2015,9:05:00,0:05:00,16/11/15 9:05,"1,889.61","1,188.18",1.175,11.41,248.49,66.77,75.99
11/16/2015,9:10:00,0:05:00,16/11/15 9:10,"1,894.40","1,188.34",1.175,11.4,248.52,66.77,75.99
11/16/2015,9:15:00,0:05:00,16/11/15 9:15,"1,890.52","1,188.50",1.175,11.41,248.5,66.75,75.97
11/16/2015,9:20:00,0:05:00,16/11/15 9:20,"1,890.50","1,188.65",1.175,11.4,248.52,66.75,75.97
11/16/2015,9:25:00,0:05:00,16/11/15 9:25,"1,890.89","1,188.81",1.175,11.41,248.48,66.75,75.97
11/16/2015,9:30:00,0:05:00,16/11/15 9:30,"1,897.79","1,188.97",1.175,11.42,248.37,66.74,75.96
11/16/2015,9:35:00,0:05:00,16/11/15 9:35,"1,900.62","1,189.13",1.175,11.42,248.37,66.74,75.96
11/16/2015,9:40:00,0:05:00,16/11/15 9:40,"1,901.94","1,189.29",1.175,11.41,248.4,66.75,75.97
11/16/2015,9:45:00,0:05:00,16/11/15 9:45,"1,900.80","1,189.44",1.175,11.4,248.53,66.74,75.96
11/16/2015,9:50:00,0:05:00,16/11/15 9:50,"1,900.74","1,189.60",1.175,11.4,248.54,66.73,75.95
11/16/2015,9:55:00,0:05:00,16/11/15 9:55,"1,902.12","1,189.76",1.175,11.4,248.02,66.74,75.96
11/16/2015,10:00:00,0:05:00,16/11/15 10:00,"1,902.62","1,189.92",1.175,11.35,247.84,66.74,75.96
11/16/2015,10:05:00,0:05:00,16/11/15 10:05,"1,892.84","1,190.08",1.175,11.32,248.43,66.72,75.94
11/16/2015,10:10:00,0:05:00,16/11/15 10:10,"1,890.44","1,190.23",1.175,11.32,248.56,66.73,75.95
11/16/2015,10:15:00,0:05:00,16/11/15 10:15,"1,886.65","1,190.39",1.175,11.32,248.56,66.74,75.96
11/16/2015,10:20:00,0:05:00,16/11/15 10:20,"1,881.80","1,190.55",1.175,11.32,248.57,66.76,75.98
11/16/2015,10:25:00,0:05:00,16/11/15 10:25,"1,879.28","1,190.70",1.175,11.33,248.56,66.73,75.95
11/16/2015,10:30:00,0:05:00,16/11/15 10:30,"1,881.03","1,190.86",1.175,11.33,248.56,66.75,75.97
11/16/2015,10:35:00,0:05:00,16/11/15 10:35,"1,883.93","1,191.02",1.175,11.33,248.56,66.73,75.95
11/16/2015,10:40:00,0:05:00,16/11/15 10:40,"1,879.31","1,191.17",1.175,11.35,248.56,66.75,75.97
11/16/2015,10:45:00,0:05:00,16/11/15 10:45,"1,871.65","1,191.33",1.175,11.35,248.71,66.73,75.95
11/16/2015,10:50:00,0:05:00,16/11/15 10:50,"1,869.49","1,191.48",1.175,11.38,248.8,66.74,75.96
11/16/2015,10:55:00,0:05:00,16/11/15 10:55,"1,871.57","1,191.64",1.175,11.41,248.68,66.73,75.95
11/16/2015,11:00:00,0:05:00,16/11/15 11:00,"1,871.10","1,191.80",1.175,11.43,248.56,66.75,75.97
11/16/2015,11:05:00,0:05:00,16/11/15 11:05,"1,870.15","1,191.95",1.174,11.45,248.5,66.73,75.95
11/16/2015,11:10:00,0:05:00,16/11/15 11:10,"1,864.23","1,192.11",1.174,11.45,248.39,66.75,75.97
11/16/2015,11:15:00,0:05:00,16/11/15 11:15,"1,873.82","1,192.26",1.174,11.46,248.38,66.74,75.96
11/16/2015,11:20:00,0:05:00,16/11/15 11:20,"1,876.38","1,192.42",1.174,11.46,248.36,66.72,75.94
11/16/2015,11:25:00,0:05:00,16/11/15 11:25,"1,877.30","1,192.58",1.174,11.46,248.36,66.7,75.92
11/16/2015,11:30:00,0:05:00,16/11/15 11:30,"1,875.74","1,192.73",1.174,11.46,248.36,66.73,75.95
11/16/2015,11:35:00,0:05:00,16/11/15 11:35,"1,864.15","1,192.89",1.174,11.46,248.36,66.73,75.95
11/16/2015,11:40:00,0:05:00,16/11/15 11:40,"1,869.02","1,193.04",1.174,11.46,248.48,66.73,75.95
11/16/2015,11:45:00,0:05:00,16/11/15 11:45,"1,876.03","1,193.20",1.174,11.48,248.38,66.71,75.93
11/16/2015,11:50:00,0:05:00,16/11/15 11:50,"1,928.04","1,193.36",1.174,11.49,248.61,66.82,76.04
11/16/2015,11:55:00,0:05:00,16/11/15 11:55,"1,914.63","1,193.52",1.175,11.5,247.62,66.84,76.06
11/16/2015,12:00:00,0:05:00,16/11/15 12:00,"1,912.11","1,193.68",1.175,11.42,247.33,66.85,76.07
11/16/2015,12:05:00,0:05:00,16/11/15 12:05,"1,905.39","1,193.84",1.175,11.34,247.7,66.85,76.07
11/16/2015,12:10:00,0:05:00,16/11/15 12:10,"1,903.14","1,193.99",1.175,11.28,247.99,66.86,76.08
11/16/2015,12:15:00,0:05:00,16/11/15 12:15,"1,898.66","1,194.15",1.175,11.25,248.23,66.87,76.09
11/16/2015,12:20:00,0:05:00,16/11/15 12:20,"1,890.87","1,194.31",1.175,11.23,248.39,66.86,76.08
11/16/2015,12:25:00,0:05:00,16/11/15 12:25,"1,877.45","1,194.47",1.175,11.23,248.53,66.89,76.11
11/16/2015,12:30:00,0:05:00,16/11/15 12:30,"1,865.32","1,194.62",1.175,11.25,248.53,66.88,76.1
11/16/2015,12:35:00,0:05:00,16/11/15 12:35,"1,864.56","1,194.78",1.175,11.26,248.46,66.87,76.09
11/16/2015,12:40:00,0:05:00,16/11/15 12:40,"1,862.94","1,194.93",1.175,11.28,248.36,66.88,76.1
11/16/2015,12:45:00,0:05:00,16/11/15 12:45,"1,863.18","1,195.09",1.175,11.29,248.36,66.87,76.09
11/16/2015,12:50:00,0:05:00,16/11/15 12:50,"1,870.63","1,195.24",1.175,11.29,248.34,66.87,76.09
11/16/2015,12:55:00,0:05:00,16/11/15 12:55,"1,875.11","1,195.40",1.175,11.3,248.24,66.86,76.08
11/16/2015,13:00:00,0:05:00,16/11/15 13:00,"1,876.89","1,195.56",1.175,11.31,248.22,66.87,76.09
11/16/2015,13:05:00,0:05:00,16/11/15 13:05,"1,873.10","1,195.71",1.175,11.33,248.16,66.88,76.1
11/16/2015,13:10:00,0:05:00,16/11/15 13:10,"1,871.89","1,195.87",1.175,11.35,248.15,66.86,76.08
11/16/2015,13:15:00,0:05:00,16/11/15 13:15,"1,871.36","1,196.02",1.175,11.37,248.04,66.89,76.11
11/16/2015,13:20:00,0:05:00,16/11/15 13:20,"1,869.84","1,196.18",1.175,11.4,247.94,66.87,76.09
11/16/2015,13:25:00,0:05:00,16/11/15 13:25,"1,868.88","1,196.33",1.175,11.42,247.76,66.87,76.09
11/16/2015,13:30:00,0:05:00,16/11/15 13:30,"1,864.40","1,196.49",1.175,11.44,247.71,66.87,76.09
11/16/2015,13:35:00,0:05:00,16/11/15 13:35,"1,863.04","1,196.64",1.175,11.45,247.58,66.87,76.09
11/16/2015,13:40:00,0:05:00,16/11/15 13:40,"1,867.13","1,196.80",1.175,11.47,247.55,66.86,76.08
11/16/2015,13:45:00,0:05:00,16/11/15 13:45,"1,865.98","1,196.95",1.175,11.48,247.39,66.86,76.08
11/16/2015,13:50:00,0:05:00,16/11/15 13:50,"1,866.99","1,197.11",1.175,11.49,247.36,66.85,76.07
11/16/2015,13:55:00,0:05:00,16/11/15 13:55,"1,869.76","1,197.27",1.175,11.49,247.36,66.84,76.06
11/16/2015,14:00:00,0:05:00,16/11/15 14:00,"1,865.82","1,197.42",1.175,11.49,247.36,66.86,76.08
11/16/2015,14:05:00,0:05:00,16/11/15 14:05,"1,845.13","1,197.57",1.175,11.51,247.36,66.88,76.1
11/16/2015,14:10:00,0:05:00,16/11/15 14:10,"1,828.99","1,197.73",1.175,11.51,247.35,66.9,76.12
11/16/2015,14:15:00,0:05:00,16/11/15 14:15,"1,822.44","1,197.88",1.175,11.53,247.35,66.9,76.12
11/16/2015,14:20:00,0:05:00,16/11/15 14:20,"1,813.51","1,198.03",1.175,11.54,247.35,66.9,76.12
11/16/2015,14:25:00,0:05:00,16/11/15 14:25,"1,817.03","1,198.18",1.175,11.54,247.24,66.9,76.12
11/16/2015,14:30:00,0:05:00,16/11/15 14:30,"1,818.73","1,198.33",1.175,11.54,247.24,66.89,76.11
11/16/2015,14:35:00,0:05:00,16/11/15 14:35,"1,815.28","1,198.48",1.175,11.52,247.33,66.88,76.1
11/16/2015,14:40:00,0:05:00,16/11/15 14:40,"1,815.08","1,198.63",1.175,11.51,247.35,66.89,76.11
11/16/2015,14:45:00,0:05:00,16/11/15 14:45,"1,817.34","1,198.79",1.175,11.5,247.49,66.89,76.11
11/16/2015,14:50:00,0:05:00,16/11/15 14:50,"1,821.06","1,198.94",1.175,11.48,247.56,66.88,76.1
11/16/2015,14:55:00,0:05:00,16/11/15 14:55,"1,823.84","1,199.09",1.175,11.48,247.56,66.88,76.1
11/16/2015,15:00:00,0:05:00,16/11/15 15:00,"1,828.72","1,199.24",1.175,11.47,247.63,66.86,76.08
11/16/2015,15:05:00,0:05:00,16/11/15 15:05,"1,832.07","1,199.39",1.175,11.46,247.68,66.85,76.07
11/16/2015,15:10:00,0:05:00,16/11/15 15:10,"1,828.44","1,199.55",1.175,11.45,247.75,66.88,76.1
11/16/2015,15:15:00,0:05:00,16/11/15 15:15,"1,808.43","1,199.70",1.175,11.44,247.85,66.88,76.1
11/16/2015,15:20:00,0:05:00,16/11/15 15:20,"1,805.76","1,199.85",1.175,11.43,247.96,66.9,76.12
11/16/2015,15:25:00,0:05:00,16/11/15 15:25,"1,812.60","1,200.00",1.175,11.43,247.96,66.86,76.08
11/16/2015,15:30:00,0:05:00,16/11/15 15:30,"1,815.16","1,200.15",1.175,11.42,247.96,66.86,76.08
11/16/2015,15:35:00,0:05:00,16/11/15 15:35,"1,816.06","1,200.30",1.175,11.42,247.96,66.85,76.07
11/16/2015,15:40:00,0:05:00,16/11/15 15:40,"1,817.92","1,200.45",1.175,11.42,247.96,66.84,76.06
11/16/2015,15:45:00,0:05:00,16/11/15 15:45,"1,817.51","1,200.60",1.175,11.42,247.96,66.84,76.06
11/16/2015,15:50:00,0:05:00,16/11/15 15:50,"1,818.06","1,200.75",1.175,11.42,247.96,66.85,76.07
11/16/2015,15:55:00,0:05:00,16/11/15 15:55,"1,818.63","1,200.91",1.175,11.42,248.05,66.82,76.04
11/16/2015,16:00:00,0:05:00,16/11/15 16:00,"1,817.52","1,201.06",1.175,11.42,248.14,66.85,76.07
11/16/2015,16:05:00,0:05:00,16/11/15 16:05,"1,815.16","1,201.21",1.175,11.42,248.16,66.85,76.07
11/16/2015,16:10:00,0:05:00,16/11/15 16:10,"1,808.94","1,201.36",1.175,11.4,248.17,66.86,76.08
11/16/2015,16:15:00,0:05:00,16/11/15 16:15,"1,806.58","1,201.51",1.175,11.4,248.19,66.85,76.07
11/16/2015,16:20:00,0:05:00,16/11/15 16:20,"1,806.42","1,201.66",1.175,11.39,248.19,66.85,76.07
11/16/2015,16:25:00,0:05:00,16/11/15 16:25,"1,805.32","1,201.81",1.175,11.39,248.25,66.85,76.07
11/16/2015,16:30:00,0:05:00,16/11/15 16:30,"1,805.38","1,201.96",1.175,11.36,248.33,66.84,76.06
11/16/2015,16:35:00,0:05:00,16/11/15 16:35,"1,805.47","1,202.11",1.175,11.33,248.45,66.86,76.08
11/16/2015,16:40:00,0:05:00,16/11/15 16:40,"1,804.31","1,202.26",1.175,11.31,248.58,66.84,76.06
11/16/2015,16:45:00,0:05:00,16/11/15 16:45,"1,803.05","1,202.41",1.175,11.29,248.76,66.85,76.07
11/16/2015,16:50:00,0:05:00,16/11/15 16:50,"1,800.37","1,202.56",1.175,11.28,248.81,66.86,76.08
11/16/2015,16:55:00,0:05:00,16/11/15 16:55,"1,795.50","1,202.71",1.175,11.28,248.92,66.85,76.07
11/16/2015,17:00:00,0:05:00,16/11/15 17:00,"1,789.88","1,202.86",1.175,11.28,248.97,66.86,76.08
11/16/2015,17:05:00,0:05:00,16/11/15 17:05,"1,789.98","1,203.01",1.175,11.29,248.98,66.85,76.07
11/16/2015,17:10:00,0:05:00,16/11/15 17:10,"1,785.76","1,203.16",1.175,11.29,248.98,66.84,76.06
11/16/2015,17:15:00,0:05:00,16/11/15 17:15,"1,778.44","1,203.30",1.175,11.28,248.97,66.86,76.08
11/16/2015,17:20:00,0:05:00,16/11/15 17:20,"1,776.61","1,203.45",1.175,11.28,248.98,66.87,76.09
11/16/2015,17:25:00,0:05:00,16/11/15 17:25,"1,776.84","1,203.60",1.175,11.27,249,66.86,76.08
11/16/2015,17:30:00,0:05:00,16/11/15 17:30,"1,777.51","1,203.75",1.175,11.27,249.12,66.84,76.06
11/16/2015,17:35:00,0:05:00,16/11/15 17:35,"1,778.96","1,203.90",1.175,11.27,249.18,66.86,76.08
